,Time,Cur1,Volt1,Volt2,Volt3,Cur4
0,0.5270441,0.0999229,3.0,2.8294,2.83,-0.0999326
1,1.0399,0.0221343,3.0,2.9624,2.9632,-0.0221393
2,1.5526,0.0084681,3.0,2.9856,2.9863,-0.008471
3,2.1789,0.0022297,3.0,2.9936,2.9947,-0.0022306
4,2.6916,0.0019289,3.0,2.9969,2.9976,-0.0019291
5,3.2043,0.0015892,3.0,2.9973,2.9983,-0.0015894
6,3.717,0.0013707,3.0,2.9978,2.9987,-0.0013709
7,4.2296,0.0012476,3.0,2.9977,2.9986,-0.001248
8,4.7423,0.0011321,3.0,2.9976,2.9991,-0.0011323
9,5.255,0.0010479,3.0,2.9979,2.9992,-0.0010481
10,5.7676,0.0009795503,3.0,2.9978,2.9993,-0.0009799629
11,6.2803,0.0008941361,3.0,2.9983,2.9993,-0.000894402
12,6.793,0.0015552,3.0,2.9969,2.9981,-0.0015555
13,7.3057,0.0007252836,3.0,2.9972,2.9983,-0.0007255495
14,7.8184,0.0013656,3.0,2.9977,2.9985,-0.0013656
15,8.3311,0.0006347414,3.0,2.9991,2.9998,-0.0006349458
16,8.8438,0.0011476,3.0,2.9983,2.999,-0.0011478
17,9.3565,0.0006362966,3.0,2.999,2.9998,-0.0006367948
18,9.8692,0.0009909415,3.0,2.9984,2.9993,-0.0009911833
19,10.3819,0.0006380621,3.0,2.9989,2.9998,-0.0006381816
20,10.8946,0.0008617697,3.0,2.9984,2.9995,-0.0008620435
21,11.4073,0.0005682008,3.0,2.9983,2.9999,-0.0005686319
22,11.92,0.0006354139,3.0,2.9993,2.9998,-0.0006357442
23,12.4327,0.000464838,3.0,2.9993,3.0002,-0.0004653368
24,12.9454,0.0005774483,3.0,2.9994,2.9998,-0.0005777091
25,13.4581,0.0004744218,3.0,2.9992,3.0002,-0.0004748763
26,13.9708,0.0005903109,3.0,2.999,3.0,-0.0005906945
27,14.4835,0.0005066202,3.0,2.9991,3.0001,-0.0005068145
28,14.9962,0.0005857712,3.0,2.9989,2.9997,-0.0005861138
29,15.5089,0.0005023328,3.0,2.9988,2.9998,-0.0005026122
30,16.1352,0.0002280333,3.0,2.9988,2.9998,-0.0002280977
31,16.6479,0.0004086834,3.0,2.9985,2.9995,-0.0004087095
32,17.1606,0.0003854914,3.0,2.9999,3.0008,-0.0003855434
33,17.6733,0.0004200755,3.0,2.9994,3.0004,-0.0004201139
34,18.186,0.0003533084,3.0,3.0,3.0008,-0.0003533607
35,18.6987,0.0004188013,3.0,2.9994,3.0003,-0.000418857
36,19.2114,0.0003249354,3.0,2.9995,3.0004,-0.0003249654
37,19.7241,0.0004136246,3.0,2.9992,3.0,-0.0004136655
38,20.2368,0.0002929585,3.0,2.9987,3.0002,-0.0002929802
39,20.7495,0.000398473,3.0,2.9994,2.9999,-0.0003985032
40,21.2622,0.0002806833,3.0,2.9994,3.0004,-0.0002807351
41,21.7749,0.0004349117,3.0,2.9978,2.9985,-0.0004349694
42,22.2876,0.0002743124,3.0,2.9996,3.0006,-0.0002743331
43,22.9134,0.0005275534,3.0,2.9983,2.9992,-0.0005278265
44,23.5397,0.0001968428,3.0,2.9993,3.0,-0.0001968481
45,24.1654,0.000251555,3.0,2.9998,3.0006,-0.000252107
46,24.7917,0.0002642618,3.0,2.9976,2.9987,-0.0002643537
47,25.3044,0.0002394254,3.0,2.9996,3.0006,-0.0002394642
48,25.9302,0.0005565152,3.0,2.9978,2.9993,-0.000556739
49,26.5564,0.0002161661,3.0,2.999,3.0,-0.0002162225
50,27.0691,0.0004728685,3.0,2.9996,3.0007,-0.0004729027
51,27.5818,0.0003468954,3.0,2.9993,2.9998,-0.0003469544
52,28.0945,0.0004330529,3.0,2.9997,3.0005,-0.0004330862
53,28.6072,0.0003185939,3.0,2.9994,3.0007,-0.00031866
54,29.1199,0.0003483462,3.0,2.9999,3.0009,-0.0003484047
55,29.6326,0.000343939,3.0,2.9995,3.0004,-0.0003439615
56,30.1453,0.0003218235,3.0,3.0001,3.0008,-0.0003218505
57,30.658,0.0003438507,3.0,2.9987,3.0005,-0.0003438816
58,31.1707,0.0002921848,3.0,2.9996,3.0008,-0.000292211
59,31.6833,0.0003186696,3.0,2.9989,3.0,-0.0003187231
60,32.1961,0.000248841,3.0,2.9995,3.0003,-0.000248855
61,32.7088,0.0003172902,3.0,2.9998,3.0005,-0.0003173317
62,33.2215,0.0002187103,3.0,2.999,3.0006,-0.0002187741
63,33.7342,0.0003249481,3.0,2.9996,3.0003,-0.000324999
64,34.2469,0.0002193705,3.0,2.9999,3.0006,-0.000219413
65,34.7596,0.0003421812,3.0,2.9984,2.9993,-0.000342217
66,35.2723,0.0002054468,3.0,2.9991,3.0007,-0.0002054781
67,35.785,0.0004860184,3.0,2.9978,2.9987,-0.0004859927
68,36.2977,0.0001919689,3.0,2.9981,2.9995,-0.0001919677
69,36.9235,0.0005570616,3.0,2.9977,2.9992,-0.0005571593
70,37.5498,0.000164088,3.0,2.9985,3.0001,-0.0001641147
71,38.0625,0.0004158997,3.0,2.9996,3.0006,-0.0004159649
72,38.5752,0.0002979544,3.0,2.9989,3.0,-0.0002979783
73,39.0879,0.0003737502,3.0,2.9999,3.0009,-0.0003738575
74,39.6006,0.0003047123,3.0,2.9992,3.0004,-0.0003047377
75,40.1133,0.0003539013,3.0,2.9998,3.0008,-0.0003539534
76,40.626,0.0003131775,3.0,2.9997,3.0003,-0.0003131996
77,41.1387,0.0002942622,3.0,2.9997,3.0008,-0.0002942834
78,41.6514,0.0003191279,3.0,2.9995,3.0003,-0.0003191518
79,42.1641,0.0002862427,3.0,2.9995,3.0005,-0.0002862671
80,42.6768,0.0003008728,3.0,2.9992,3.0003,-0.0003008998
81,43.1895,0.0002053207,3.0,2.9996,3.0008,-0.000205373
82,43.7022,0.0002888163,3.0,2.9999,3.0005,-0.0002888355
83,44.215,0.0001967798,3.0,2.9999,3.0006,-0.0001968229
84,44.7277,0.0003011378,3.0,2.9999,3.0006,-0.0003011772
85,45.2403,0.0001970867,3.0,2.9988,3.0006,-0.000197113
86,45.753,0.0003115459,3.0,2.9989,2.9995,-0.00031164
87,46.2658,0.0001891808,3.0,2.9998,3.0005,-0.0001891934
88,46.7785,0.0004558287,3.0,2.9978,2.9989,-0.0004558823
89,47.2912,0.0001566236,3.0,2.9999,3.0007,-0.0001566365
90,47.917,0.0005325975,3.0,2.9976,2.9982,-0.0005332056
91,48.5433,0.0001486799,3.0,2.9983,2.9998,-0.0001486749
92,49.056,0.0004083722,3.0,3.0,3.0008,-0.0004084195
93,49.5687,0.0002906288,3.0,2.9998,3.0006,-0.0002906809
94,50.0814,0.0003774971,3.0,2.9996,3.0008,-0.0003775272
95,50.5941,0.0002876178,3.0,2.999,3.0005,-0.0002876585
96,51.1068,0.000346559,3.0,2.9998,3.001,-0.0003466182
97,51.6195,0.0002981436,3.0,2.9994,3.0003,-0.0002981633
98,52.1322,0.0003053893,3.0,2.9996,3.0005,-0.0003054103
99,52.6449,0.0002692955,3.0,2.9978,2.999,-0.000269356
100,53.1576,0.0002430167,3.0,2.9994,3.0006,-0.0002430541
101,53.6703,0.0003011042,3.0,2.9998,3.0005,-0.0003011268
102,54.183,0.0002367887,3.0,3.0,3.0008,-0.0002368243
103,54.6957,0.0003255242,3.0,2.9996,3.0005,-0.0003255371
104,55.2084,0.0001937141,3.0,2.9997,3.0006,-0.0001937795
105,55.7211,0.0002890729,3.0,2.999,3.0004,-0.0002891171
106,56.2338,0.0001491088,3.0,2.999,3.0001,-0.0001491415
107,56.7465,0.0002814024,3.0,2.9996,3.0007,-0.000281433
108,57.2592,0.0001624521,3.0,2.9998,3.0008,-0.0001624837
109,57.7719,0.0004341926,3.0,2.998,2.9988,-0.0004342632
110,58.2846,0.0001801059,3.0,2.9996,3.0004,-0.0001801346
111,58.9104,0.0004956913,3.0,2.9986,2.9994,-0.0004958042
112,59.5367,0.0001675615,3.0,2.999,3.0003,-0.0001675869
113,60.0494,0.0004223001,3.0,3.0,3.0008,-0.0004223964
114,60.5621,0.0002910746,3.0,2.9994,3.0004,-0.0002911012
115,61.0748,0.0003710883,3.0,2.9996,3.0002,-0.0003710915
116,61.5875,0.00030065,3.0,2.9988,3.0002,-0.0003006686
117,62.1002,0.0003181229,3.0,2.9999,3.0007,-0.0003181136
118,62.6129,0.0002623694,3.0,2.9997,3.0009,-0.0002624201
119,63.1256,0.0002683535,3.0,2.9999,3.0011,-0.0002683934
120,63.6383,0.0002831224,3.0,2.9999,3.0003,-0.0002831396
121,64.151,0.0002525627,3.0,2.9999,3.0008,-0.0002526131
122,64.6637,0.000324885,3.0,2.9994,3.0004,-0.0003249234
123,65.1764,0.0002470243,3.0,2.9994,3.0007,-0.0002470643
124,65.6891,0.0003180178,3.0,2.9994,3.0003,-0.0003180337
125,66.2018,0.000237205,3.0,2.9995,3.0006,-0.0002372657
126,66.7145,0.0002784419,3.0,2.999,3.0003,-0.000278482
127,67.2272,0.0001671999,3.0,2.9998,3.0005,-0.0001672296
128,67.7399,0.0002565367,3.0,2.9987,2.9999,-0.0002565687
129,68.2526,0.0001499919,3.0,3.0001,3.0009,-0.0001500158
130,68.7653,0.0004184859,3.0,2.9978,2.9988,-0.0004184577
131,69.278,0.000162061,3.0,2.9996,3.0003,-0.0001620844
132,69.9038,0.0004877047,3.0,2.9981,2.9993,-0.0004881979
133,70.5301,0.0001621115,3.0,2.9988,3.0004,-0.0001621054
134,71.0428,0.0004266021,3.0,2.9998,3.0006,-0.0004266084
135,71.5555,0.0002860072,3.0,2.9993,3.0003,-0.0002860401
136,72.0682,0.0003541242,3.0,2.9998,3.0007,-0.0003541762
137,72.5809,0.0002519655,3.0,2.9988,3.0004,-0.0002520078
138,73.0936,0.0003150278,3.0,3.0003,3.0008,-0.0003150155
139,73.6063,0.0002790013,3.0,2.9997,3.0004,-0.0002790369
140,74.119,0.0002618059,3.0,3.0002,3.0008,-0.0002618232
141,74.6317,0.0002812637,3.0,2.9998,3.0005,-0.0002813152
142,75.1444,0.0002623189,3.0,2.9992,3.0008,-0.0002623822
143,75.6571,0.0003129125,3.0,2.9994,3.0003,-0.0003129179
144,76.1698,0.0002380124,3.0,2.9996,3.0002,-0.000238035
145,76.6825,0.0002922773,3.0,2.9991,3.0,-0.0002923034
146,77.1952,0.0001720864,3.0,2.9988,2.9995,-0.000172131
147,77.7079,0.0002878071,3.0,2.9996,3.0008,-0.0002878477
148,78.2206,0.0001905097,3.0,2.9998,3.0008,-0.0001905385
149,78.8568,-7.62886e-08,3.0,2.9933,2.9948,8.01396e-08
150,79.3695,-7.53038e-08,3.0,2.9893,2.9903,7.49698e-08
151,79.8822,-7.2114e-08,3.0,2.984,2.9846,6.92826e-08
152,80.3949,-6.9105e-08,3.0,2.9798,2.9807,7.14616e-08
153,80.9076,-6.57384e-08,3.0,2.9725,2.9737,6.48195e-08
154,81.4203,-6.4337e-08,3.0,2.9697,2.9712,6.22872e-08
155,81.933,-6.01877e-08,3.0,2.9642,2.9651,6.28635e-08
156,82.4457,-5.90136e-08,3.0,2.9608,2.9617,5.70501e-08
157,82.9584,-5.56049e-08,3.0,2.9554,2.9562,5.51866e-08
158,83.4712,-5.31977e-08,3.0,2.9518,2.9526,5.61331e-08
159,83.9839,-5.07274e-08,3.0,2.9459,2.9465,4.82417e-08
160,84.4965,-4.90441e-08,3.0,2.9435,2.9448,4.97476e-08
161,85.0092,-4.56144e-08,3.0,2.9378,2.9383,4.71774e-08
162,85.522,-4.44781e-08,3.0,2.9344,2.9353,4.19529e-08
163,86.0347,-4.10231e-08,3.0,2.9293,2.9303,4.23484e-08
164,86.6686,-3.92053e-08,3.0,2.9254,2.9262,4.06868e-08
165,87.3026,-3.8048e-08,3.0,2.9197,2.9208,3.53071e-08
166,87.8153,-3.23597e-08,3.0,2.9127,2.9137,3.38259e-08
167,88.3279,-3.01436e-08,3.0,2.9084,2.9099,3.15679e-08
168,88.8406,-2.84784e-08,3.0,2.9054,2.9061,2.55778e-08
169,89.3533,-2.56222e-08,3.0,2.9025,2.9034,2.792e-08
170,89.866,-2.21777e-08,3.0,2.8932,2.8943,2.27675e-08
171,90.3787,-2.23747e-08,3.0,2.8951,2.8961,1.98544e-08
172,90.8915,-1.77254e-08,3.0,2.8882,2.8894,2.05401e-08
173,91.4041,-1.66981e-08,3.0,2.8855,2.8863,1.53783e-08
174,91.9168,-1.43609e-08,3.0,2.8795,2.8809,1.30643e-08
175,92.4295,-1.0884e-08,3.0,2.8749,2.8764,1.36978e-08
176,92.9422,-8.9288e-09,3.0,2.8695,2.8703,6.5337e-09
177,93.6971,2.1997e-09,3.0,2.8463,2.8471,-3.9369e-09
178,94.2098,1.87981e-08,3.0,2.8223,2.8231,-1.58629e-08
179,94.7225,2.83002e-08,3.0,2.8024,2.8036,-2.99533e-08
180,95.2352,3.40629e-08,3.0,2.7933,2.7946,-3.50656e-08
181,95.7479,3.64975e-08,3.0,2.7899,2.7911,-3.3609e-08
182,96.2606,3.63595e-08,3.0,2.7883,2.7893,-3.9001e-08
183,96.7733,3.79831e-08,3.0,2.7873,2.7882,-3.66476e-08
184,97.286,3.97949e-08,3.0,2.7831,2.7841,-3.80356e-08
185,97.7987,3.97036e-08,3.0,2.7813,2.7829,-4.26646e-08
186,98.3114,4.18234e-08,3.0,2.7801,2.7808,-3.97568e-08
187,98.8241,4.35018e-08,3.0,2.7753,2.7762,-4.27168e-08
188,99.3368,4.30616e-08,3.0,2.7757,2.7767,-4.5757e-08
189,99.8495,4.59785e-08,3.0,2.7718,2.7728,-4.31816e-08
190,100.3622,4.73328e-08,3.0,2.7683,2.7695,-4.88124e-08
191,100.9949,7.14979e-08,3.0,2.725,2.7257,-7.29769e-08
192,101.5076,9.78896e-08,3.0,2.6768,2.6774,-9.48661e-08
193,102.0203,1.206408e-07,3.0,2.6337,2.6342,-1.228839e-07
194,102.533,1.463297e-07,3.0,2.5863,2.5872,-1.466829e-07
195,103.0457,1.693377e-07,3.0,2.5439,2.5448,-1.675963e-07
196,103.5584,1.932422e-07,3.0,2.498,2.4989,-1.956561e-07
197,104.0711,2.163933e-07,3.0,2.4551,2.4565,-2.14601e-07
198,104.5837,2.393003e-07,3.0,2.4121,2.4133,-2.385261e-07
199,105.0964,2.603429e-07,3.0,2.3719,2.3724,-2.630065e-07
200,105.6091,2.837634e-07,3.0,2.329,2.3295,-2.812994e-07
201,106.1218,3.042589e-07,3.0,2.2891,2.2896,-3.048796e-07
202,106.6345,3.282686e-07,3.0,2.2435,2.244,-3.299067e-07
203,107.1472,3.510451e-07,3.0,2.2006,2.2013,-3.485867e-07
204,107.6599,3.730978e-07,3.0,2.1577,2.1578,-3.745602e-07
205,108.1726,3.950747e-07,3.0,2.115,2.1159,-3.954947e-07
206,108.6853,4.176956e-07,3.0,2.072,2.073,-4.154238e-07
207,109.198,4.383257e-07,3.0,2.0298,2.0305,-4.414058e-07
208,109.7107,4.61157e-07,3.0,1.9862,1.9868,-4.609648e-07
209,110.2234,4.835716e-07,3.0,1.9418,1.9424,-4.821264e-07
210,110.8561,5.128012e-07,3.0,1.8878,1.8887,-5.127266e-07
211,111.3688,5.332125e-07,3.0,1.8441,1.8449,-5.34515e-07
212,111.8814,5.580007e-07,3.0,1.7968,1.7979,-5.563454e-07
213,112.3942,5.785384e-07,3.0,1.7535,1.7542,-5.791431e-07
214,112.9069,5.992443e-07,3.0,1.711,1.7119,-5.993331e-07
215,113.4195,6.036212e-07,3.0,1.7,1.7007,-6.04002e-07
216,113.9322,6.058518e-07,3.0,1.6915,1.6921,-6.034132e-07
217,114.4449,6.079139e-07,3.0,1.6822,1.6829,-6.065258e-07
218,114.9576,6.106915e-07,3.0,1.6729,1.6741,-6.105638e-07
219,115.4703,6.126696e-07,3.0,1.664,1.6653,-6.110686e-07
220,115.9831,6.162468e-07,3.0,1.6552,1.6558,-6.143915e-07
221,116.4957,6.180564e-07,3.0,1.6456,1.6462,-6.20827e-07
222,117.0084,6.214653e-07,3.0,1.6353,1.6356,-6.20112e-07
223,117.5211,6.255055e-07,3.0,1.6249,1.6253,-6.213738e-07
224,118.0338,6.26726e-07,3.0,1.6142,1.6152,-6.320156e-07
225,118.5465,6.314816e-07,3.0,1.6045,1.6056,-6.262531e-07
226,119.0592,6.300507e-07,3.0,1.6013,1.6021,-6.277252e-07
227,119.5719,6.288303e-07,3.0,1.5992,1.5999,-6.297442e-07
228,120.0846,6.272732e-07,3.0,1.5968,1.5977,-6.246547e-07
229,120.5973,6.255055e-07,3.0,1.5943,1.5954,-6.27557e-07
230,121.11,6.232751e-07,3.0,1.5924,1.5932,-6.27557e-07
231,121.6227,6.2277e-07,3.0,1.5903,1.5909,-6.205747e-07
232,122.1354,6.216758e-07,3.0,1.588,1.5886,-6.24865e-07
233,122.6481,6.205395e-07,3.0,1.5854,1.5868,-6.237293e-07
234,123.1608,6.203712e-07,3.0,1.5837,1.5844,-6.197754e-07
235,123.6735,6.191927e-07,3.0,1.5815,1.5821,-6.236872e-07
236,124.1862,6.194452e-07,3.0,1.5793,1.5798,-6.182612e-07
237,124.699,6.180564e-07,3.0,1.5772,1.5778,-6.183033e-07
238,125.2116,6.175935e-07,3.0,1.5744,1.5753,-6.218365e-07
239,125.7243,6.174252e-07,3.0,1.5723,1.5731,-6.171676e-07
240,126.237,6.172148e-07,3.0,1.5702,1.5706,-6.195652e-07
241,126.7497,6.169201e-07,3.0,1.5675,1.5684,-6.22804e-07
242,127.2624,6.174673e-07,3.0,1.5655,1.5657,-6.172097e-07
243,127.7751,6.177198e-07,3.0,1.5625,1.5634,-6.162002e-07
244,128.2878,6.170464e-07,3.0,1.5599,1.5613,-6.218785e-07
245,128.8005,6.181406e-07,3.0,1.558,1.5585,-6.137185e-07
246,129.3132,6.174252e-07,3.0,1.5553,1.5559,-6.179667e-07
247,129.8259,6.169622e-07,3.0,1.553,1.5539,-6.212897e-07
248,130.3386,6.195294e-07,3.0,1.55,1.551,-6.139288e-07
249,130.8513,6.184353e-07,3.0,1.5476,1.5485,-6.191866e-07
250,131.364,6.186036e-07,3.0,1.5459,1.5463,-6.20154e-07
251,131.8767,6.189402e-07,3.0,1.5428,1.5435,-6.165787e-07
252,132.3894,6.199924e-07,3.0,1.5399,1.5414,-6.225936e-07
253,132.9021,6.187298e-07,3.0,1.5388,1.5402,-6.162422e-07
254,133.4148,6.171726e-07,3.0,1.5395,1.5399,-6.124145e-07
255,133.9275,6.149842e-07,3.0,1.5395,1.5403,-6.153168e-07
256,134.4402,6.132587e-07,3.0,1.5393,1.54,-6.129613e-07
257,134.9529,6.128799e-07,3.0,1.5389,1.5395,-6.104376e-07
258,135.4656,6.105653e-07,3.0,1.5389,1.5397,-6.168311e-07
259,135.9783,6.10439e-07,3.0,1.5386,1.5393,-6.091337e-07
260,136.491,6.102286e-07,3.0,1.5382,1.5389,-6.087972e-07
261,137.0037,6.084611e-07,3.0,1.5382,1.5389,-6.137606e-07
262,137.5164,6.103128e-07,3.0,1.5374,1.5383,-6.044647e-07
263,138.0291,6.081243e-07,3.0,1.5374,1.5384,-6.11363e-07
264,138.5418,6.083769e-07,3.0,1.5368,1.538,-6.103114e-07
265,139.0545,6.082506e-07,3.0,1.5362,1.5371,-6.030767e-07
266,139.5672,6.074089e-07,3.0,1.5358,1.5368,-6.077456e-07
267,140.0799,6.071984e-07,3.0,1.5355,1.5368,-6.085448e-07
268,140.5926,6.069039e-07,3.0,1.5355,1.5363,-6.042965e-07
269,141.1053,6.066093e-07,3.0,1.5349,1.536,-6.085027e-07
270,141.618,6.061884e-07,3.0,1.5349,1.5355,-6.045068e-07
271,142.1307,6.059359e-07,3.0,1.5341,1.5351,-6.035394e-07
272,142.6434,6.042525e-07,3.0,1.5341,1.5349,-6.091757e-07
273,143.1561,6.050942e-07,3.0,1.5337,1.5344,-6.033711e-07
274,143.6687,6.034529e-07,3.0,1.5334,1.5339,-6.052639e-07
275,144.1815,6.035791e-07,3.0,1.5326,1.5331,-6.037076e-07
276,144.6942,6.029899e-07,3.0,1.5319,1.5329,-6.024458e-07
277,145.2068,6.031583e-07,3.0,1.5309,1.532,-5.994173e-07
278,145.7195,6.020641e-07,3.0,1.5311,1.5319,-6.029925e-07
279,146.2322,6.018957e-07,3.0,1.5305,1.5312,-5.96515e-07
280,146.7449,6.011382e-07,3.0,1.5303,1.531,-6.021934e-07
281,147.2576,6.002965e-07,3.0,1.5293,1.5304,-6.026981e-07
282,147.7703,6.025691e-07,3.0,1.5289,1.5299,-5.976927e-07
283,148.283,6.018115e-07,3.0,1.5284,1.5293,-6.026981e-07
284,148.7957,6.01054e-07,3.0,1.5272,1.5286,-6.03287e-07
285,149.3084,6.028637e-07,3.0,1.5274,1.5282,-5.968515e-07
286,149.8211,6.021061e-07,3.0,1.527,1.5275,-6.035814e-07
287,150.3338,6.012644e-07,3.0,1.5261,1.5269,-6.045489e-07
288,150.8465,6.039158e-07,3.0,1.5257,1.5263,-5.987443e-07
289,151.3592,6.040842e-07,3.0,1.5252,1.5258,-6.035814e-07
290,151.8719,6.037475e-07,3.0,1.5243,1.5251,-6.048854e-07
291,152.3846,6.047575e-07,3.0,1.5237,1.5245,-6.009315e-07
292,152.8973,6.038316e-07,3.0,1.5234,1.5237,-6.068623e-07
293,153.41,6.050942e-07,3.0,1.5222,1.5236,-6.054322e-07
294,153.9227,6.061463e-07,3.0,1.5223,1.5229,-6.011418e-07
295,154.4354,6.039579e-07,3.0,1.5214,1.5223,-6.092178e-07
296,154.9481,6.057255e-07,3.0,1.521,1.5218,-6.036655e-07
297,155.4608,6.056834e-07,3.0,1.52,1.5209,-6.053481e-07
298,155.9735,6.059359e-07,3.0,1.5196,1.5206,-6.069464e-07
299,156.4862,6.055151e-07,3.0,1.5186,1.5198,-6.030346e-07
300,156.9989,6.058518e-07,3.0,1.5181,1.5187,-6.036235e-07
301,157.5116,6.034529e-07,3.0,1.5179,1.5183,-6.081663e-07
302,158.0243,6.043787e-07,3.0,1.5172,1.5179,-6.01941e-07
303,158.537,6.022744e-07,3.0,1.5164,1.5168,-6.051798e-07
304,159.0497,6.011803e-07,3.0,1.5158,1.5166,-6.046751e-07
305,159.5624,6.021903e-07,3.0,1.5149,1.5158,-5.976506e-07
306,160.075,6.001702e-07,3.0,1.5137,1.515,-6.021513e-07
307,160.5877,5.989918e-07,3.0,1.5135,1.5139,-5.997538e-07
308,161.1004,5.983605e-07,3.0,1.5131,1.5136,-5.957999e-07
309,161.6131,5.957091e-07,3.0,1.5119,1.5125,-5.976927e-07
310,162.1258,5.936891e-07,3.0,1.5116,1.512,-5.957999e-07
311,162.6385,5.930578e-07,3.0,1.5107,1.5115,-5.934023e-07
312,163.1512,5.915427e-07,3.0,1.5103,1.5109,-5.947063e-07
313,163.6639,5.915848e-07,3.0,1.5093,1.5099,-5.873033e-07
314,164.1766,5.885547e-07,3.0,1.5087,1.5092,-5.909206e-07
315,164.6892,5.878813e-07,3.0,1.5079,1.5087,-5.921405e-07
316,165.2019,5.880497e-07,3.0,1.507,1.5079,-5.858311e-07
317,165.7146,5.876709e-07,3.0,1.5062,1.5072,-5.852843e-07
318,166.2274,5.869134e-07,3.0,1.5061,1.5066,-5.891961e-07
319,166.7401,5.875025e-07,3.0,1.5048,1.5057,-5.81709e-07
320,167.2527,5.851879e-07,3.0,1.5043,1.5051,-5.887334e-07
321,167.7654,5.851037e-07,3.0,1.5036,1.5041,-5.897429e-07
322,168.2781,5.869134e-07,3.0,1.5027,1.5034,-5.812042e-07
323,168.7908,5.854825e-07,3.0,1.5022,1.503,-5.895325e-07
324,169.3035,5.856087e-07,3.0,1.5016,1.5022,-5.883128e-07
325,169.8162,5.857771e-07,3.0,1.5004,1.5011,-5.818772e-07
326,170.3289,5.850616e-07,3.0,1.4991,1.5006,-5.849898e-07
327,170.8416,5.843041e-07,3.0,1.4991,1.4997,-5.822558e-07
328,171.3542,5.833361e-07,3.0,1.4983,1.4992,-5.805733e-07
329,171.8669,5.816527e-07,3.0,1.497,1.498,-5.833073e-07
330,172.3796,5.805585e-07,3.0,1.4971,1.4975,-5.82382e-07
331,172.8923,5.812739e-07,3.0,1.4957,1.4967,-5.767035e-07
332,173.405,5.800956e-07,3.0,1.4951,1.4959,-5.819613e-07
333,173.9177,5.794222e-07,3.0,1.4942,1.4953,-5.794376e-07
334,174.4304,5.801376e-07,3.0,1.4934,1.4944,-5.771662e-07
335,174.9431,5.795905e-07,3.0,1.4929,1.4937,-5.798162e-07
336,175.4558,5.794643e-07,3.0,1.492,1.493,-5.759464e-07
337,175.9685,5.795064e-07,3.0,1.4913,1.4922,-5.756941e-07
338,176.4812,5.79338e-07,3.0,1.4908,1.4913,-5.782599e-07
339,176.9939,5.79338e-07,3.0,1.4896,1.4904,-5.748948e-07
340,177.5066,5.789593e-07,3.0,1.489,1.4898,-5.766194e-07
341,178.0193,5.785384e-07,3.0,1.4884,1.4891,-5.787226e-07
342,178.532,5.789171e-07,3.0,1.4878,1.4883,-5.762408e-07
343,179.0447,5.777808e-07,3.0,1.4868,1.4876,-5.812884e-07
344,179.5574,5.788751e-07,3.0,1.4854,1.4867,-5.780916e-07
345,180.0701,5.781175e-07,3.0,1.4853,1.4861,-5.775448e-07
346,180.5828,5.785805e-07,3.0,1.4845,1.4852,-5.77671e-07
347,181.0955,5.779071e-07,3.0,1.4839,1.4846,-5.79059e-07
348,181.6082,5.791276e-07,3.0,1.4828,1.4833,-5.735488e-07
349,182.1209,5.780333e-07,3.0,1.4822,1.4829,-5.785964e-07
350,182.6336,5.774442e-07,3.0,1.4812,1.4819,-5.789329e-07
351,183.1462,5.779913e-07,3.0,1.4803,1.4808,-5.745163e-07
352,183.659,5.773179e-07,3.0,1.48,1.4804,-5.809939e-07
353,184.1717,5.78328e-07,3.0,1.479,1.4796,-5.749369e-07
354,184.6844,5.771917e-07,3.0,1.4779,1.479,-5.761147e-07
355,185.1971,5.770233e-07,3.0,1.4771,1.4781,-5.807415e-07
356,185.7097,5.785805e-07,3.0,1.4764,1.4772,-5.753996e-07
357,186.2225,5.771075e-07,3.0,1.4759,1.4764,-5.785543e-07
358,186.7352,5.766025e-07,3.0,1.4742,1.4754,-5.798162e-07
359,187.2478,5.774021e-07,3.0,1.474,1.4745,-5.752734e-07
360,187.7605,5.766445e-07,3.0,1.4726,1.4739,-5.764091e-07
361,188.2732,5.776967e-07,3.0,1.4724,1.4731,-5.76325e-07
362,188.7859,5.770233e-07,3.0,1.4721,1.4724,-5.742219e-07
363,189.2986,5.7635e-07,3.0,1.4707,1.4715,-5.754837e-07
364,189.8113,5.755924e-07,3.0,1.4699,1.4705,-5.768718e-07
365,190.324,5.753399e-07,3.0,1.469,1.4698,-5.753996e-07
